sn,fault_time,msg_feature,server_model
SERVER_22827,2020-08-06 04:09:00,"[[382, 23, 4, 5, 3, 3]]",20
SERVER_16041,2020-04-30 02:28:00,"[[378, 23, 4, 49, 2, 7]]",20
SERVER_17133,2020-06-01 22:39:00,"[[379, 23, 4, 6, 2, 4]]",20
SERVER_16672,2020-04-21 14:46:00,"[[233, 26, 4, 29, 1, 0], [240, 131, 4, 25, 1, 0], [238, 131, 4, 25, 1, 0], [233, 20, 4, 25, 1, 0], [5, 13, 4, 25, 1, 0], [271, 13, 4, 25, 1, 0], [207, 13, 4, 24, 1, 0], [214, 13, 4, 24, 1, 0], [369, 239, 4, 23, 1, 0]]",20
SERVER_7128,2020-06-23 03:10:00,"[[271, 8, 4, 56, 2, 5], [271, 8, 9, 56, 1, 0], [2, 242, 4, 54, 1, 0]]",20
SERVER_16496,2020-09-28 06:11:00,"[[381, 23, 4, 83, 2, 8]]",20
SERVER_15982,2020-09-06 19:43:00,"[[383, 23, 4, 100, 5, 9], [383, 23, 4, 99, 3, 7], [383, 23, 4, 77, 2, 8]]",20
SERVER_7049,2020-05-04 06:46:00,"[[372, 23, 4, 100, 12, 5], [372, 95, 4, 60, 2, 2], [5, 8, 4, 60, 2, 2], [372, 95, 9, 60, 1, 0], [5, 8, 9, 60, 1, 0], [2, 242, 4, 57, 1, 0]]",20
SERVER_5324,2020-03-10 10:25:00,"[[379, 239, 4, 94, 2, 5], [379, 8, 4, 94, 4, 9], [373, 8, 4, 94, 4, 9], [373, 239, 4, 94, 2, 5], [373, 239, 9, 94, 2, 9], [379, 239, 9, 94, 2, 9], [2, 242, 4, 89, 1, 0]]",20
SERVER_6710,2020-05-27 18:35:00,"[[382, 23, 4, 91, 1, 0], [2, 242, 4, 91, 2, 6]]",20
SERVER_16805,2020-01-09 20:25:00,"[[233, 26, 4, 72, 1, 0], [233, 20, 4, 72, 1, 0], [5, 13, 4, 72, 1, 0], [271, 13, 4, 72, 1, 0], [372, 23, 9, 72, 1, 0], [378, 23, 9, 72, 1, 0], [378, 8, 4, 8, 1, 0], [372, 8, 4, 8, 1, 0], [378, 239, 4, 8, 1, 0], [372, 239, 4, 8, 1, 0], [378, 239, 9, 8, 1, 0], [372, 239, 9, 8, 1, 0]]",20
SERVER_6221,2020-07-20 08:28:00,"[[372, 23, 4, 3, 2, 3]]",20
SERVER_5155,2020-03-07 16:19:00,"[[382, 23, 4, 99, 1, 0], [382, 23, 4, 3, 1, 0]]",20
SERVER_17174,2020-06-23 16:10:00,"[[220, 152, 4, 97, 1, 0], [2, 242, 4, 95, 2, 7], [390, 23, 4, 94, 1, 0], [390, 23, 4, 8, 1, 0]]",20
SERVER_4830,2020-03-18 01:09:00,"[[377, 23, 4, 24, 2, 5]]",20
SERVER_17141,2020-06-29 07:55:00,"[[380, 95, 4, 10, 3, 4], [5, 8, 4, 10, 2, 4], [271, 8, 4, 8, 1, 0]]",20
SERVER_16831,2020-04-22 13:39:00,"[[253, 23, 4, 91, 1, 0]]",20
SERVER_16847,2020-06-21 05:24:00,"[[5, 8, 4, 3, 1, 0], [389, 95, 4, 3, 1, 0]]",20
SERVER_16108,2020-04-20 16:57:00,"[[377, 23, 4, 71, 2, 7]]",20
SERVER_5625,2020-04-04 18:13:00,"[[270, 23, 4, 96, 1, 0], [271, 8, 4, 96, 1, 0], [270, 95, 4, 96, 1, 0], [270, 23, 9, 72, 1, 0], [2, 242, 4, 72, 1, 0]]",20
SERVER_4522,2020-03-28 06:26:00,"[[426, 293, 4, 3, 1, 0], [236, 3, 4, 2, 1, 0]]",20
SERVER_3566,2020-07-06 10:33:00,"[[377, 23, 4, 9, 3, 5]]",20
SERVER_4819,2020-03-20 12:24:00,"[[378, 23, 4, 69, 1, 0]]",20
SERVER_4483,2020-04-25 08:54:00,"[[214, 42, 4, 48, 3, 7], [214, 42, 9, 48, 3, 7], [207, 42, 4, 32, 1, 0], [207, 42, 9, 32, 1, 0], [214, 49, 4, 7, 1, 0], [214, 49, 9, 6, 1, 0]]",20
SERVER_16850,2020-03-06 17:27:00,"[[381, 23, 9, 93, 1, 0], [389, 239, 4, 93, 1, 0], [389, 239, 9, 93, 1, 0], [2, 242, 4, 93, 1, 0]]",20
SERVER_17015,2020-01-22 18:56:00,"[[369, 95, 4, 20, 1, 0]]",20
SERVER_5966,2020-11-22 20:27:00,"[[240, 131, 4, 99, 2, 6], [233, 20, 4, 99, 2, 6], [5, 13, 4, 99, 2, 6], [271, 13, 4, 99, 2, 6], [207, 13, 4, 99, 2, 6], [214, 13, 4, 99, 2, 6], [379, 23, 4, 41, 2, 7]]",20
SERVER_4151,2020-04-27 21:06:00,"[[377, 23, 4, 33, 2, 7]]",20
SERVER_4915,2020-04-21 01:44:00,"[[2, 242, 4, 77, 3, 7], [271, 8, 4, 65, 2, 2], [259, 132, 4, 65, 1, 0], [236, 3, 4, 65, 1, 0], [265, 255, 4, 51, 1, 0], [236, 261, 4, 51, 1, 0], [233, 26, 4, 51, 1, 0], [233, 20, 4, 51, 1, 0], [271, 8, 9, 51, 1, 0]]",20
SERVER_4630,2020-04-16 14:33:00,"[[377, 23, 4, 93, 3, 1], [377, 23, 9, 93, 1, 0], [2, 242, 4, 93, 1, 0]]",20
SERVER_5207,2020-01-02 02:51:00,"[[377, 23, 9, 7, 1, 0], [377, 23, 4, 2, 1, 0], [2, 242, 4, 2, 1, 0]]",20
SERVER_6563,2020-04-20 07:49:00,"[[369, 23, 4, 5, 1, 0]]",20
SERVER_17590,2020-11-20 13:46:00,"[[271, 8, 4, 12, 3, 4], [253, 95, 4, 10, 1, 0]]",20
SERVER_4979,2020-04-20 21:57:00,"[[379, 23, 4, 13, 2, 5]]",20
SERVER_16354,2020-06-06 14:24:00,"[[374, 23, 4, 96, 1, 0], [374, 23, 4, 5, 1, 0]]",20
SERVER_16038,2020-07-03 02:09:00,"[[373, 23, 4, 19, 2, 5]]",20
SERVER_23044,2020-09-08 16:02:00,"[[0, 0, 0, 0, 0, 0]]",20
SERVER_16022,2020-03-18 22:07:00,"[[378, 23, 4, 31, 2, 7]]",20
SERVER_4867,2020-04-19 18:37:00,"[[381, 23, 4, 7, 2, 5]]",20
SERVER_15989,2020-04-25 17:42:00,"[[378, 23, 4, 14, 2, 5]]",20
SERVER_17185,2020-07-15 04:20:00,"[[392, 23, 4, 95, 2, 6], [5, 8, 4, 28, 2, 7], [392, 95, 4, 28, 2, 7], [389, 23, 4, 5, 1, 0]]",20
SERVER_4346,2020-04-28 21:05:00,"[[381, 95, 4, 2, 1, 0], [271, 8, 4, 2, 1, 0]]",20
SERVER_4850,2020-04-06 15:54:00,"[[374, 23, 4, 92, 1, 0], [374, 23, 4, 2, 1, 0]]",20
SERVER_5972,2020-03-26 23:25:00,"[[373, 23, 4, 13, 1, 0], [379, 23, 4, 13, 1, 0]]",20
SERVER_16297,2020-05-01 00:19:00,"[[270, 23, 4, 15, 2, 5]]",20
SERVER_17145,2020-05-29 08:40:00,"[[2, 242, 4, 68, 1, 0], [379, 95, 4, 4, 1, 0], [271, 8, 4, 4, 1, 0]]",20
SERVER_5227,2020-04-15 04:56:00,"[[240, 131, 4, 68, 1, 0], [233, 20, 4, 68, 1, 0], [271, 13, 4, 68, 1, 0], [5, 13, 4, 68, 1, 0], [214, 13, 4, 68, 1, 0], [207, 13, 4, 68, 1, 0], [373, 23, 4, 6, 1, 0]]",20
SERVER_7314,2020-10-01 04:59:00,"[[253, 23, 4, 2, 1, 0]]",20
SERVER_3669,2020-05-14 12:34:00,"[[271, 8, 4, 1, 1, 0], [381, 95, 4, 1, 1, 0]]",20
SERVER_5232,2020-06-07 07:01:00,"[[383, 23, 4, 90, 1, 0], [383, 23, 4, 32, 1, 0]]",20
SERVER_4858,2020-09-11 03:06:00,"[[370, 95, 4, 4, 1, 0]]",20
SERVER_5080,2020-08-04 11:12:00,"[[270, 8, 4, 94, 2, 4], [273, 8, 4, 94, 2, 4], [2, 242, 4, 94, 1, 0]]",20
SERVER_5482,2020-02-22 13:36:00,"[[5, 8, 4, 57, 1, 0], [236, 3, 4, 56, 1, 0], [259, 132, 4, 56, 1, 0]]",20
SERVER_4639,2020-01-20 15:27:00,"[[5, 8, 4, 56, 1, 0], [390, 95, 4, 56, 1, 0]]",20
SERVER_16267,2020-03-07 10:59:00,"[[377, 23, 4, 14, 2, 5]]",20
SERVER_4128,2020-03-22 06:41:00,"[[369, 95, 4, 33, 1, 0], [369, 95, 9, 32, 1, 0], [271, 8, 4, 29, 1, 0], [2, 242, 4, 28, 1, 0], [373, 23, 4, 16, 1, 0]]",20
SERVER_4807,2020-11-13 23:52:00,"[[371, 23, 4, 4, 1, 0]]",20
SERVER_16649,2020-04-20 11:46:00,"[[253, 23, 4, 98, 1, 0]]",20
SERVER_6467,2020-05-09 22:44:00,"[[372, 23, 4, 42, 2, 7]]",20
SERVER_4922,2020-05-09 21:41:00,"[[380, 23, 4, 50, 2, 7]]",20
SERVER_5892,2020-04-18 12:33:00,"[[376, 23, 4, 10, 3, 5]]",20
SERVER_5068,2020-05-17 18:36:00,"[[377, 23, 4, 90, 1, 0], [377, 23, 4, 7, 1, 0]]",20
SERVER_5491,2020-04-10 20:19:00,"[[369, 23, 4, 85, 2, 9]]",20
SERVER_5403,2020-06-13 09:51:00,"[[0, 0, 0, 0, 0, 0]]",20
SERVER_4847,2020-05-21 21:27:00,"[[381, 23, 4, 7, 2, 5]]",20
SERVER_3647,2020-04-12 05:21:00,"[[369, 23, 4, 28, 2, 7]]",20
SERVER_4481,2020-05-03 04:00:00,"[[214, 42, 4, 20, 1, 0]]",20
SERVER_4821,2020-03-06 02:05:00,"[[372, 23, 4, 16, 1, 0]]",20
SERVER_16130,2020-09-19 22:05:00,"[[372, 23, 4, 31, 2, 7]]",20
SERVER_16043,2020-06-04 00:51:00,"[[373, 23, 4, 31, 1, 0]]",20
SERVER_16297,2020-05-29 01:57:00,"[[270, 23, 4, 4, 2, 3]]",20
SERVER_7124,2020-09-12 14:33:00,"[[5, 8, 4, 57, 2, 5], [372, 95, 4, 57, 2, 5], [372, 23, 4, 56, 2, 1]]",20
SERVER_17137,2020-06-03 14:27:00,"[[377, 23, 4, 94, 3, 7]]",20
SERVER_5064,2020-03-12 17:46:00,"[[380, 23, 4, 6, 1, 0]]",20
SERVER_5587,2020-04-11 00:41:00,"[[271, 8, 4, 56, 1, 0]]",20
SERVER_4678,2020-07-07 18:36:00,"[[207, 49, 4, 18, 1, 0]]",20
SERVER_6220,2020-09-13 06:51:00,"[[0, 0, 0, 0, 0, 0]]",20
SERVER_15953,2020-01-16 18:08:00,"[[377, 23, 4, 10, 1, 0], [390, 23, 4, 10, 1, 0]]",20
SERVER_5972,2020-03-26 23:20:00,"[[373, 23, 4, 3, 1, 0], [379, 23, 4, 3, 1, 0]]",20
SERVER_5443,2020-03-23 12:14:00,"[[5, 8, 4, 30, 1, 0], [372, 95, 4, 30, 1, 0]]",20
SERVER_4487,2020-04-16 15:52:00,"[[382, 23, 4, 26, 2, 6]]",20
SERVER_7209,2020-11-18 08:52:00,"[[393, 23, 4, 6, 2, 5]]",20
SERVER_4844,2020-05-10 00:02:00,"[[381, 23, 4, 13, 1, 0]]",20
SERVER_16620,2020-04-17 20:03:00,"[[374, 23, 4, 90, 1, 0], [374, 23, 4, 1, 1, 0]]",20
SERVER_7213,2020-09-19 21:11:00,"[[379, 23, 4, 7, 2, 5]]",20
SERVER_5065,2020-03-06 01:12:00,"[[378, 23, 4, 9, 1, 0]]",20
SERVER_5925,2020-04-28 23:00:00,"[[253, 23, 4, 23, 2, 6]]",20
SERVER_4987,2020-05-09 18:59:00,"[[379, 23, 4, 96, 1, 0], [379, 23, 4, 1, 1, 0]]",20
SERVER_16140,2020-03-05 04:32:00,"[[383, 23, 4, 3, 1, 0]]",20
SERVER_17174,2020-06-11 20:42:00,"[[377, 23, 4, 100, 1, 0], [377, 23, 4, 93, 1, 0]]",20
SERVER_5150,2020-05-04 19:55:00,"[[370, 23, 4, 6, 1, 0]]",20
SERVER_5202,2020-01-17 21:01:00,"[[207, 42, 4, 98, 1, 0], [207, 42, 9, 98, 1, 0]]",20
SERVER_5171,2020-05-08 08:57:00,"[[374, 23, 4, 88, 2, 9]]",20
SERVER_7469,2020-10-05 03:34:00,"[[236, 3, 4, 63, 1, 0]]",20
SERVER_5169,2020-03-06 02:38:00,"[[369, 23, 4, 3, 1, 0]]",20
SERVER_17180,2020-05-26 16:11:00,"[[270, 23, 4, 6, 2, 4]]",20
SERVER_16349,2020-02-05 06:38:00,"[[374, 23, 4, 46, 1, 0]]",20
SERVER_16134,2020-03-10 03:23:00,"[[372, 23, 4, 5, 1, 0]]",20
SERVER_4875,2020-03-06 18:56:00,"[[371, 23, 4, 8, 1, 0]]",20
SERVER_4820,2020-05-04 04:15:00,"[[370, 23, 4, 8, 1, 0]]",20
SERVER_2960,2020-04-27 18:34:00,"[[377, 23, 4, 2, 1, 0]]",20
SERVER_4155,2020-01-20 16:30:00,"[[207, 49, 4, 94, 1, 0]]",20
SERVER_2379,2020-11-02 23:13:00,"[[233, 26, 4, 86, 22, 9], [233, 20, 4, 86, 22, 9], [182, 183, 4, 86, 22, 9], [222, 22, 4, 86, 22, 9], [477, 32, 4, 1, 1, 0], [481, 32, 4, 1, 1, 0], [485, 32, 4, 1, 1, 0], [487, 32, 4, 1, 1, 0], [468, 32, 4, 1, 1, 0], [490, 32, 4, 1, 1, 0], [489, 32, 4, 1, 1, 0], [471, 32, 4, 1, 1, 0], [507, 32, 4, 1, 1, 0], [513, 32, 4, 1, 1, 0], [493, 32, 4, 1, 1, 0], [527, 32, 4, 1, 1, 0], [465, 32, 4, 1, 1, 0], [473, 32, 4, 1, 1, 0], [462, 32, 4, 1, 1, 0], [539, 32, 4, 1, 1, 0], [519, 32, 4, 1, 1, 0], [484, 32, 4, 1, 1, 0], [466, 32, 4, 1, 1, 0], [520, 32, 4, 1, 1, 0], [538, 32, 4, 1, 1, 0], [532, 32, 4, 1, 1, 0], [537, 32, 4, 1, 1, 0], [535, 32, 4, 1, 1, 0], [529, 32, 4, 1, 1, 0], [524, 32, 4, 1, 1, 0], [517, 32, 4, 1, 1, 0], [504, 32, 4, 1, 1, 0], [533, 32, 4, 1, 1, 0], [531, 32, 4, 1, 1, 0], [518, 32, 4, 1, 1, 0], [499, 32, 4, 1, 1, 0], [494, 32, 4, 1, 1, 0], [483, 32, 4, 1, 1, 0], [536, 32, 4, 1, 1, 0], [479, 32, 4, 1, 1, 0]]",17
SERVER_2111,2020-07-29 15:21:00,"[[222, 22, 4, 89, 2, 7], [233, 20, 4, 89, 1, 0], [2, 242, 4, 88, 1, 0], [233, 26, 4, 88, 1, 0], [238, 131, 4, 78, 1, 0], [491, 32, 4, 78, 1, 0], [464, 32, 4, 78, 1, 0], [505, 32, 4, 78, 1, 0], [460, 32, 4, 78, 1, 0], [523, 32, 4, 78, 1, 0], [461, 32, 4, 78, 1, 0], [463, 32, 4, 78, 1, 0], [476, 32, 4, 78, 1, 0], [480, 32, 4, 78, 1, 0], [500, 32, 4, 78, 1, 0], [514, 32, 4, 78, 1, 0], [472, 32, 4, 78, 1, 0], [495, 32, 4, 78, 1, 0], [474, 32, 4, 78, 1, 0], [470, 32, 4, 78, 1, 0], [515, 32, 4, 78, 1, 0], [534, 32, 4, 78, 1, 0], [475, 32, 4, 78, 1, 0], [530, 32, 4, 78, 1, 0], [488, 32, 4, 78, 1, 0], [511, 32, 4, 78, 1, 0], [509, 32, 4, 78, 1, 0], [498, 32, 4, 78, 1, 0], [503, 32, 4, 78, 1, 0], [486, 32, 4, 78, 1, 0], [528, 32, 4, 78, 1, 0], [508, 32, 4, 78, 1, 0], [526, 32, 4, 78, 1, 0], [521, 32, 4, 78, 1, 0], [478, 32, 4, 78, 1, 0], [469, 32, 4, 78, 1, 0], [506, 32, 4, 78, 1, 0], [512, 32, 4, 78, 1, 0], [492, 32, 4, 78, 1, 0], [525, 32, 4, 78, 1, 0], [516, 32, 4, 78, 1, 0], [207, 13, 4, 77, 1, 0], [214, 49, 4, 77, 1, 0], [214, 13, 4, 77, 1, 0], [2, 243, 4, 77, 1, 0], [467, 252, 4, 77, 1, 0], [220, 152, 4, 16, 1, 0]]",17
SERVER_2157,2020-09-20 00:21:00,"[[196, 185, 4, 10, 1, 0], [184, 185, 4, 10, 1, 0], [233, 26, 4, 10, 1, 0], [233, 20, 4, 9, 1, 0], [2, 243, 4, 5, 1, 0], [467, 252, 4, 1, 1, 0]]",17
SERVER_2153,2020-07-14 17:23:00,"[[233, 20, 4, 69, 1, 0], [207, 13, 4, 45, 1, 0], [501, 502, 9, 45, 1, 0], [522, 502, 9, 45, 1, 0], [214, 49, 4, 44, 1, 0], [214, 13, 4, 44, 1, 0], [2, 243, 4, 44, 1, 0], [467, 252, 4, 43, 1, 0]]",17
SERVER_2454,2020-02-18 16:11:00,"[[521, 32, 4, 96, 1, 0], [480, 32, 4, 96, 1, 0], [508, 32, 4, 96, 1, 0], [515, 32, 4, 96, 1, 0], [465, 32, 4, 96, 1, 0], [538, 32, 4, 96, 1, 0], [505, 32, 4, 96, 1, 0], [511, 32, 4, 96, 1, 0], [466, 32, 4, 96, 1, 0], [534, 32, 4, 96, 1, 0], [516, 32, 4, 96, 1, 0], [528, 32, 4, 96, 1, 0], [533, 32, 4, 96, 1, 0], [492, 32, 4, 96, 1, 0], [476, 32, 4, 96, 1, 0], [539, 32, 4, 96, 1, 0], [500, 32, 4, 96, 1, 0], [481, 32, 4, 96, 1, 0], [509, 32, 4, 96, 1, 0], [471, 32, 4, 96, 1, 0], [518, 32, 4, 96, 1, 0], [472, 32, 4, 96, 1, 0], [470, 32, 4, 96, 1, 0], [527, 32, 4, 96, 1, 0], [532, 32, 4, 96, 1, 0], [477, 32, 4, 96, 1, 0], [495, 32, 4, 96, 1, 0], [526, 32, 4, 96, 1, 0], [537, 32, 4, 96, 1, 0], [494, 32, 4, 96, 1, 0], [485, 32, 4, 96, 1, 0], [506, 32, 4, 96, 1, 0], [536, 32, 4, 96, 1, 0], [531, 32, 4, 96, 1, 0], [478, 32, 4, 96, 1, 0], [484, 32, 4, 96, 1, 0], [475, 32, 4, 96, 1, 0], [513, 32, 4, 96, 1, 0], [519, 32, 4, 96, 1, 0], [514, 32, 4, 96, 1, 0], [535, 32, 4, 96, 1, 0], [503, 32, 4, 96, 1, 0], [530, 32, 4, 96, 1, 0], [507, 32, 4, 96, 1, 0], [493, 32, 4, 96, 1, 0], [469, 32, 4, 96, 1, 0], [207, 13, 4, 96, 1, 0], [214, 42, 4, 96, 2, 7], [214, 13, 4, 96, 1, 0], [214, 42, 9, 95, 1, 0]]",17
SERVER_2061,2020-09-22 11:42:00,"[[470, 32, 9, 54, 1, 0], [470, 32, 4, 54, 1, 0], [461, 32, 9, 54, 1, 0], [461, 32, 4, 52, 1, 0]]",17
SERVER_2434,2020-10-13 10:27:00,"[[463, 32, 9, 52, 1, 0], [463, 32, 4, 52, 1, 0], [469, 32, 9, 45, 1, 0], [469, 32, 4, 42, 1, 0]]",17
SERVER_2934,2020-03-20 16:14:00,"[[222, 22, 4, 88, 3, 2], [233, 20, 4, 88, 1, 0], [238, 131, 4, 87, 1, 0], [505, 32, 4, 87, 1, 0], [491, 32, 4, 87, 1, 0], [461, 32, 4, 87, 1, 0], [523, 32, 4, 87, 1, 0], [460, 32, 4, 87, 1, 0], [470, 32, 4, 87, 1, 0], [492, 32, 4, 87, 1, 0], [464, 32, 4, 87, 1, 0], [469, 32, 4, 87, 1, 0], [486, 32, 4, 87, 1, 0], [498, 32, 4, 87, 1, 0], [478, 32, 4, 87, 1, 0], [475, 32, 4, 87, 1, 0], [476, 32, 4, 87, 1, 0], [472, 32, 4, 87, 1, 0], [509, 32, 4, 87, 1, 0], [516, 32, 4, 87, 1, 0], [474, 32, 4, 87, 1, 0], [526, 32, 4, 87, 1, 0], [514, 32, 4, 87, 1, 0], [521, 32, 4, 87, 1, 0], [488, 32, 4, 87, 1, 0], [534, 32, 4, 87, 1, 0], [512, 32, 4, 87, 1, 0], [503, 32, 4, 87, 1, 0], [463, 32, 4, 87, 1, 0], [480, 32, 4, 87, 1, 0], [508, 32, 4, 87, 1, 0], [511, 32, 4, 87, 1, 0], [525, 32, 4, 87, 1, 0], [528, 32, 4, 87, 1, 0], [495, 32, 4, 87, 1, 0], [515, 32, 4, 87, 1, 0], [500, 32, 4, 87, 1, 0], [506, 32, 4, 87, 1, 0], [530, 32, 4, 87, 1, 0], [214, 13, 4, 87, 1, 0], [207, 13, 4, 87, 1, 0], [2, 243, 4, 87, 1, 0], [467, 252, 4, 87, 1, 0], [541, 132, 4, 83, 1, 0], [341, 349, 4, 83, 1, 0], [496, 161, 4, 82, 1, 0], [496, 293, 4, 82, 1, 0], [236, 3, 4, 82, 1, 0], [268, 189, 4, 82, 1, 0], [268, 290, 4, 82, 1, 0]]",17
SERVER_2558,2020-04-26 12:30:00,"[[499, 32, 4, 55, 1, 0], [483, 32, 4, 55, 1, 0], [536, 32, 4, 55, 1, 0], [531, 32, 4, 55, 1, 0], [461, 32, 4, 55, 1, 0], [464, 32, 4, 55, 1, 0], [533, 32, 4, 55, 1, 0], [485, 32, 4, 55, 1, 0], [532, 32, 4, 55, 1, 0], [516, 32, 4, 55, 1, 0], [538, 32, 4, 55, 1, 0], [527, 32, 4, 55, 1, 0], [474, 32, 4, 55, 1, 0], [509, 32, 4, 55, 1, 0], [460, 32, 4, 55, 1, 0], [521, 32, 4, 55, 1, 0], [529, 32, 4, 55, 1, 0], [479, 32, 4, 55, 1, 0], [534, 32, 4, 55, 1, 0], [477, 32, 4, 55, 1, 0], [466, 32, 4, 55, 1, 0], [518, 32, 4, 55, 1, 0], [489, 32, 4, 55, 1, 0], [539, 32, 4, 55, 1, 0], [513, 32, 4, 55, 1, 0], [507, 32, 4, 55, 1, 0], [462, 32, 4, 55, 1, 0], [524, 32, 4, 55, 1, 0], [508, 32, 4, 55, 1, 0], [537, 32, 4, 55, 1, 0], [476, 32, 4, 55, 1, 0], [519, 32, 4, 55, 1, 0], [523, 32, 4, 55, 1, 0], [481, 32, 4, 55, 1, 0], [492, 32, 4, 55, 1, 0], [472, 32, 4, 55, 1, 0], [517, 32, 4, 55, 1, 0], [504, 32, 4, 55, 1, 0], [493, 32, 4, 55, 1, 0], [470, 32, 4, 55, 1, 0], [514, 32, 4, 55, 1, 0], [511, 32, 4, 55, 1, 0], [488, 32, 4, 55, 1, 0], [468, 32, 4, 55, 1, 0], [530, 32, 4, 55, 1, 0], [207, 13, 4, 55, 1, 0], [214, 49, 4, 55, 1, 0], [214, 13, 4, 55, 1, 0], [2, 243, 4, 54, 1, 0], [467, 252, 4, 54, 1, 0]]",17
SERVER_2124,2020-07-16 16:44:00,"[[214, 49, 4, 58, 1, 0]]",17
SERVER_2126,2020-09-01 18:05:00,"[[474, 32, 4, 78, 1, 0], [504, 32, 4, 78, 1, 0], [503, 32, 4, 78, 1, 0], [516, 32, 4, 78, 1, 0], [499, 32, 4, 78, 1, 0], [514, 32, 4, 78, 1, 0], [483, 32, 4, 78, 1, 0], [492, 32, 4, 78, 1, 0], [476, 32, 4, 78, 1, 0], [530, 32, 4, 78, 1, 0], [512, 32, 4, 78, 1, 0], [526, 32, 4, 78, 1, 0], [465, 32, 4, 78, 1, 0], [515, 32, 4, 78, 1, 0], [480, 32, 4, 78, 1, 0], [507, 32, 4, 78, 1, 0], [489, 32, 4, 78, 1, 0], [494, 32, 4, 78, 1, 0], [531, 32, 4, 78, 1, 0], [538, 32, 4, 78, 1, 0], [520, 32, 4, 78, 1, 0], [508, 32, 4, 78, 1, 0], [495, 32, 4, 78, 1, 0], [525, 32, 4, 78, 1, 0], [479, 32, 4, 78, 1, 0], [513, 32, 4, 78, 1, 0], [500, 32, 4, 78, 1, 0], [539, 32, 4, 78, 1, 0], [536, 32, 4, 78, 1, 0], [470, 32, 4, 78, 1, 0], [524, 32, 4, 78, 1, 0], [532, 32, 4, 78, 1, 0], [473, 32, 4, 78, 1, 0], [487, 32, 4, 78, 1, 0], [533, 32, 4, 78, 1, 0], [472, 32, 4, 78, 1, 0], [488, 32, 4, 78, 1, 0], [521, 32, 4, 78, 1, 0], [477, 32, 4, 78, 1, 0], [481, 32, 4, 78, 1, 0], [517, 32, 4, 78, 1, 0], [527, 32, 4, 78, 1, 0], [486, 32, 4, 78, 1, 0], [506, 32, 4, 78, 1, 0], [509, 32, 4, 78, 1, 0], [534, 32, 4, 78, 1, 0], [478, 32, 4, 78, 1, 0], [214, 13, 4, 78, 1, 0], [207, 13, 4, 78, 1, 0], [207, 49, 4, 53, 1, 0]]",17
SERVER_2344,2020-03-13 05:03:00,"[[341, 349, 4, 81, 1, 0], [196, 185, 4, 70, 1, 0], [2, 243, 4, 60, 1, 0], [467, 252, 4, 58, 1, 0], [220, 152, 4, 47, 1, 0]]",17
SERVER_2185,2020-02-23 22:26:00,"[[207, 49, 4, 52, 1, 0]]",17
SERVER_6204,2020-06-20 07:12:00,"[[184, 185, 4, 13, 1, 0], [196, 185, 4, 13, 1, 0], [267, 394, 4, 13, 1, 0], [262, 394, 4, 13, 1, 0], [542, 394, 4, 13, 1, 0], [233, 26, 4, 13, 1, 0], [233, 20, 4, 13, 1, 0], [2, 243, 4, 11, 1, 0], [467, 252, 4, 8, 1, 0]]",17
SERVER_2183,2020-05-20 21:37:00,"[[262, 394, 4, 86, 1, 0], [267, 394, 4, 86, 1, 0], [184, 185, 4, 86, 1, 0], [196, 185, 4, 86, 1, 0], [233, 26, 4, 86, 1, 0], [233, 20, 4, 86, 1, 0], [2, 243, 4, 86, 1, 0], [467, 252, 4, 85, 1, 0], [482, 23, 4, 9, 1, 0]]",17
SERVER_3089,2020-05-14 02:20:00,"[[207, 49, 4, 52, 1, 0]]",17
SERVER_3839,2020-09-21 01:38:00,"[[2, 243, 4, 23, 1, 0], [467, 252, 4, 22, 1, 0]]",17
SERVER_2521,2020-04-22 17:08:00,"[[207, 49, 4, 52, 1, 0]]",17
SERVER_2182,2020-04-02 14:05:00,"[[2, 243, 4, 41, 1, 0], [467, 252, 4, 40, 1, 0]]",17
SERVER_2455,2020-04-07 22:19:00,"[[2, 243, 4, 17, 1, 0], [467, 252, 4, 15, 1, 0]]",17
SERVER_3086,2020-08-23 12:03:00,"[[207, 49, 4, 70, 1, 0]]",17
SERVER_2516,2020-07-25 07:40:00,"[[501, 502, 4, 50, 1, 0], [522, 502, 4, 50, 1, 0]]",17
SERVER_6205,2020-07-07 20:43:00,"[[519, 32, 9, 50, 1, 0], [528, 32, 9, 50, 1, 0], [519, 32, 4, 50, 1, 0], [528, 32, 4, 50, 1, 0]]",17
SERVER_2882,2020-07-01 14:26:00,"[[486, 32, 9, 54, 1, 0], [486, 32, 4, 54, 1, 0]]",17
SERVER_2184,2020-08-21 16:57:00,"[[233, 26, 4, 70, 1, 0], [233, 20, 4, 69, 1, 0], [207, 13, 4, 44, 1, 0], [522, 502, 9, 44, 1, 0], [214, 13, 4, 44, 1, 0], [214, 49, 4, 44, 1, 0], [2, 243, 4, 43, 1, 0], [467, 252, 4, 42, 1, 0]]",17
SERVER_2376,2020-05-16 15:09:00,"[[196, 185, 4, 28, 1, 0], [184, 185, 4, 28, 1, 0]]",17
SERVER_2516,2020-07-25 16:06:00,"[[501, 502, 4, 96, 1, 0], [522, 502, 4, 96, 1, 0]]",17
