sn,fault_time,venus_feature
SERVER_13049,2020-06-13 21:09:00,"[[0, 0, 0, 0]]"
SERVER_13149,2020-06-16 23:24:00,"[[0, 0, 0, 0]]"
SERVER_8305,2020-01-21 16:58:00,"[[0, 0, 0, 0]]"
SERVER_8805,2019-12-28 19:28:00,"[[0, 0, 0, 0]]"
SERVER_22834,2020-07-04 14:14:00,"[[0, 0, 0, 0]]"
SERVER_10913,2020-02-10 06:53:00,"[[0, 0, 0, 0]]"
SERVER_8856,2020-05-21 18:52:00,"[[0, 0, 0, 0]]"
SERVER_10465,2020-10-03 17:06:00,"[[0, 0, 0, 0]]"
SERVER_10167,2020-03-13 18:21:00,"[[0, 0, 0, 0]]"
SERVER_13192,2020-04-14 20:46:00,"[[0, 0, 0, 0]]"
SERVER_8674,2020-02-01 00:36:00,"[[0, 0, 0, 0]]"
SERVER_9403,2020-04-30 16:34:00,"[[0, 0, 0, 0]]"
SERVER_8850,2020-07-14 21:36:00,"[[0, 0, 0, 0]]"
SERVER_8826,2020-08-05 17:32:00,"[[0, 0, 0, 0]]"
SERVER_10200,2020-05-18 07:51:00,"[[0, 0, 0, 0]]"
SERVER_8724,2020-03-13 15:40:00,"[[0, 0, 0, 0]]"
SERVER_9005,2020-08-23 16:12:00,"[[0, 0, 0, 0]]"
SERVER_8563,2020-11-19 19:40:00,"[[0, 0, 0, 0]]"
SERVER_13584,2020-10-17 13:31:00,"[[0, 0, 0, 0]]"
SERVER_10848,2020-02-05 12:45:00,"[[0, 0, 0, 0]]"
SERVER_8531,2020-04-10 19:39:00,"[[0, 0, 0, 0]]"
SERVER_7775,2020-02-16 15:38:00,"[[0, 0, 0, 0]]"
SERVER_7824,2020-04-22 17:22:00,"[[0, 0, 0, 0]]"
SERVER_8640,2020-07-04 19:35:00,"[[0, 0, 0, 0]]"
SERVER_10266,2020-11-14 10:55:00,"[[0, 0, 0, 0]]"
SERVER_8862,2020-07-24 02:35:00,"[[0, 0, 0, 0]]"
SERVER_8709,2020-06-25 20:13:00,"[[0, 0, 0, 0]]"
SERVER_8566,2020-08-19 10:21:00,"[[0, 0, 0, 0]]"
SERVER_22854,2020-06-20 15:51:00,"[[0, 0, 0, 0]]"
SERVER_22821,2020-07-04 15:21:00,"[[0, 0, 0, 0]]"
SERVER_13441,2020-07-11 00:54:00,"[[0, 0, 0, 0]]"
SERVER_20505,2020-08-04 13:21:00,"[[0, 0, 0, 0]]"
SERVER_8731,2020-02-15 05:17:00,"[[0, 0, 0, 0]]"
SERVER_13056,2020-05-20 20:11:00,"[[0, 0, 0, 0]]"
SERVER_10186,2020-05-01 18:15:00,"[[0, 0, 0, 0]]"
SERVER_8405,2020-01-25 13:00:00,"[[0, 0, 0, 0]]"
SERVER_9661,2020-02-22 15:07:00,"[[0, 0, 0, 0]]"
SERVER_8354,2020-10-22 16:56:00,"[[0, 0, 0, 0]]"
SERVER_9393,2020-10-19 20:48:00,"[[0, 0, 0, 0]]"
SERVER_8721,2020-11-21 04:01:00,"[[0, 0, 0, 0]]"
SERVER_23080,2020-09-21 17:59:00,"[[0, 0, 0, 0]]"
SERVER_8859,2020-03-12 11:44:00,"[[0, 0, 0, 0]]"
SERVER_10846,2020-02-29 20:20:00,"[[0, 0, 0, 0]]"
SERVER_8746,2020-05-27 08:41:00,"[[0, 0, 0, 0]]"
SERVER_10299,2020-06-15 16:12:00,"[[0, 0, 0, 0]]"
SERVER_20263,2020-08-18 18:58:00,"[[0, 0, 0, 0]]"
SERVER_9406,2020-09-21 19:16:00,"[[0, 0, 0, 0]]"
SERVER_9016,2020-02-01 21:02:00,"[[0, 0, 0, 0]]"
SERVER_9170,2020-09-01 23:15:00,"[[0, 0, 0, 0]]"
SERVER_8776,2020-03-10 04:38:00,"[[0, 0, 0, 0]]"
SERVER_8686,2020-06-14 05:22:00,"[[0, 0, 0, 0]]"
SERVER_8357,2020-03-04 17:17:00,"[[0, 0, 0, 0]]"
SERVER_20336,2020-06-13 18:14:00,"[[0, 0, 0, 0]]"
SERVER_10111,2020-05-06 15:51:00,"[[0, 0, 0, 0]]"
SERVER_9019,2020-01-04 07:48:00,"[[0, 0, 0, 0]]"
SERVER_10906,2020-06-26 19:15:00,"[[0, 0, 0, 0]]"
SERVER_8400,2020-08-23 14:19:00,"[[0, 0, 0, 0]]"
SERVER_20264,2020-10-09 17:40:00,"[[0, 0, 0, 0]]"
SERVER_9195,2020-10-04 07:06:00,"[[0, 0, 0, 0]]"
SERVER_8655,2020-07-28 03:44:00,"[[0, 0, 0, 0]]"
SERVER_9502,2020-04-28 01:04:00,"[[0, 0, 0, 0]]"
SERVER_8703,2020-10-25 12:14:00,"[[0, 0, 0, 0]]"
SERVER_7708,2020-05-19 02:07:00,"[[0, 0, 0, 0]]"
SERVER_10161,2020-05-22 22:33:00,"[[0, 0, 0, 0]]"
SERVER_13312,2020-10-20 12:10:00,"[[0, 0, 0, 0]]"
SERVER_13423,2020-08-19 07:51:00,"[[0, 0, 0, 0]]"
SERVER_8672,2020-06-12 23:36:00,"[[0, 0, 0, 0]]"
SERVER_13069,2020-01-29 15:47:00,"[[0, 0, 0, 0]]"
SERVER_10194,2020-09-02 23:21:00,"[[0, 0, 0, 0]]"
SERVER_9686,2020-05-14 14:30:00,"[[0, 0, 0, 0]]"
SERVER_13149,2020-06-16 22:27:00,"[[0, 0, 0, 0]]"
SERVER_10109,2020-08-11 10:33:00,"[[0, 0, 0, 0]]"
SERVER_13270,2020-03-01 14:00:00,"[[0, 0, 0, 0]]"
SERVER_8795,2020-04-03 18:07:00,"[[0, 0, 0, 0]]"
SERVER_9189,2020-10-09 12:02:00,"[[0, 0, 0, 0]]"
SERVER_8723,2020-05-10 01:54:00,"[[0, 0, 0, 0]]"
SERVER_8400,2020-08-23 14:15:00,"[[0, 0, 0, 0]]"
SERVER_7611,2020-07-02 02:59:00,"[[0, 0, 0, 0]]"
SERVER_10142,2020-06-27 21:07:00,"[[0, 0, 0, 0]]"
SERVER_8067,2020-02-09 05:47:00,"[[0, 0, 0, 0]]"
SERVER_23116,2020-09-23 16:48:00,"[[0, 0, 0, 0]]"
SERVER_13410,2020-09-05 08:48:00,"[[0, 0, 0, 0]]"
SERVER_8530,2020-08-07 01:14:00,"[[0, 0, 0, 0]]"
SERVER_9634,2020-11-17 05:56:00,"[[2, 3, 4, 436], [8, 9, 10, 437]]"
SERVER_8384,2020-02-23 22:06:00,"[[0, 0, 0, 0]]"
SERVER_10109,2020-08-11 15:35:00,"[[0, 0, 0, 0]]"
SERVER_13041,2020-11-16 17:31:00,"[[0, 0, 0, 0]]"
SERVER_7831,2020-04-12 12:30:00,"[[0, 0, 0, 0]]"
SERVER_8649,2020-01-31 10:02:00,"[[0, 0, 0, 0]]"
SERVER_13084,2020-09-18 10:24:00,"[[0, 0, 0, 0]]"
SERVER_22846,2020-07-04 14:51:00,"[[0, 0, 0, 0]]"
SERVER_10120,2020-09-01 17:33:00,"[[0, 0, 0, 0]]"
SERVER_8093,2020-01-30 09:16:00,"[[0, 0, 0, 0]]"
SERVER_20430,2020-09-09 23:21:00,"[[0, 0, 0, 0]]"
SERVER_9447,2020-08-17 06:16:00,"[[0, 0, 0, 0]]"
SERVER_10750,2020-11-22 17:22:00,"[[0, 0, 0, 0]]"
SERVER_9590,2020-07-28 11:04:00,"[[0, 0, 0, 0]]"
SERVER_9208,2020-10-23 02:21:00,"[[0, 0, 0, 0]]"
SERVER_10677,2020-01-28 14:56:00,"[[0, 0, 0, 0]]"
SERVER_8293,2020-11-23 06:20:00,"[[0, 0, 0, 0]]"
SERVER_13594,2020-03-24 08:54:00,"[[0, 0, 0, 0]]"
SERVER_8825,2020-01-23 13:32:00,"[[0, 0, 0, 0]]"
SERVER_10129,2020-09-08 05:52:00,"[[0, 0, 0, 0]]"
SERVER_9664,2020-02-01 15:48:00,"[[0, 0, 0, 0]]"
SERVER_8673,2020-06-12 15:11:00,"[[0, 0, 0, 0]]"
SERVER_7564,2020-05-13 23:51:00,"[[0, 0, 0, 0]]"
SERVER_8346,2020-06-03 11:51:00,"[[0, 0, 0, 0]]"
SERVER_8839,2020-01-17 09:37:00,"[[0, 0, 0, 0]]"
SERVER_10475,2020-05-15 01:38:00,"[[0, 0, 0, 0]]"
SERVER_8323,2020-10-25 22:23:00,"[[66, 67, 70, 5]]"
SERVER_10108,2020-05-02 14:44:00,"[[0, 0, 0, 0]]"
SERVER_9001,2020-03-09 18:38:00,"[[0, 0, 0, 0]]"
SERVER_23062,2020-09-27 15:58:00,"[[0, 0, 0, 0]]"
SERVER_9466,2020-06-12 09:04:00,"[[0, 0, 0, 0]]"
SERVER_8678,2020-05-26 17:55:00,"[[0, 0, 0, 0]]"
SERVER_7969,2020-04-07 19:55:00,"[[0, 0, 0, 0]]"
SERVER_9556,2020-10-02 13:18:00,"[[0, 0, 0, 0]]"
SERVER_8680,2019-12-30 07:34:00,"[[0, 0, 0, 0]]"
SERVER_10682,2020-10-03 12:11:00,"[[0, 0, 0, 0]]"
SERVER_9311,2020-04-06 08:23:00,"[[0, 0, 0, 0]]"
SERVER_22835,2020-11-07 14:47:00,"[[0, 0, 0, 0]]"
SERVER_8288,2020-04-05 12:14:00,"[[0, 0, 0, 0]]"
SERVER_12315,2020-01-29 16:48:00,"[[0, 0, 0, 0]]"
SERVER_6702,2020-07-23 18:00:00,"[[0, 0, 0, 0]]"
SERVER_13441,2020-07-10 23:35:00,"[[0, 0, 0, 0]]"
SERVER_10186,2020-05-01 18:19:00,"[[0, 0, 0, 0]]"
SERVER_13160,2020-06-02 07:53:00,"[[0, 0, 0, 0]]"
SERVER_10128,2020-08-19 21:39:00,"[[0, 0, 0, 0]]"
SERVER_13370,2020-08-14 19:55:00,"[[0, 0, 0, 0]]"
SERVER_8809,2020-10-19 06:42:00,"[[0, 0, 0, 0]]"
SERVER_8291,2020-10-09 21:27:00,"[[0, 0, 0, 0]]"
SERVER_13030,2020-08-26 16:59:00,"[[0, 0, 0, 0]]"
SERVER_8473,2020-01-29 19:49:00,"[[0, 0, 0, 0]]"
SERVER_8455,2020-09-03 14:01:00,"[[0, 0, 0, 0]]"
SERVER_7815,2020-02-16 09:17:00,"[[0, 0, 0, 0]]"
SERVER_7847,2020-10-11 02:52:00,"[[77, 105, 176, 439], [49, 50, 51, 440], [267, 105, 442, 439], [62, 41, 42, 443], [40, 41, 42, 445], [71, 50, 51, 447]]"
SERVER_9199,2020-10-26 10:27:00,"[[0, 0, 0, 0]]"
SERVER_8877,2020-11-09 19:57:00,"[[0, 0, 0, 0]]"
SERVER_7838,2020-09-13 07:51:00,"[[0, 0, 0, 0]]"
SERVER_10938,2020-02-10 23:20:00,"[[0, 0, 0, 0]]"
SERVER_8838,2020-04-16 16:24:00,"[[0, 0, 0, 0]]"
SERVER_9197,2020-06-15 14:40:00,"[[0, 0, 0, 0]]"
SERVER_13088,2020-01-28 17:59:00,"[[0, 0, 0, 0]]"
SERVER_7973,2020-01-22 17:40:00,"[[0, 0, 0, 0]]"
SERVER_10111,2020-05-06 15:46:00,"[[0, 0, 0, 0]]"
SERVER_7565,2020-09-04 22:03:00,"[[0, 0, 0, 0]]"
SERVER_8239,2020-07-04 02:44:00,"[[0, 0, 0, 0]]"
SERVER_10300,2020-02-01 15:05:00,"[[0, 0, 0, 0]]"
SERVER_8621,2020-01-01 18:46:00,"[[0, 0, 0, 0]]"
SERVER_20439,2020-10-14 03:12:00,"[[2, 3, 4, 450], [12, 9, 10, 450]]"
SERVER_10127,2020-05-09 23:29:00,"[[0, 0, 0, 0]]"
SERVER_8329,2020-06-24 07:30:00,"[[0, 0, 0, 0]]"
SERVER_8004,2020-07-21 21:02:00,"[[0, 0, 0, 0]]"
SERVER_8361,2020-09-28 17:36:00,"[[0, 0, 0, 0]]"
SERVER_8801,2020-03-26 14:14:00,"[[0, 0, 0, 0]]"
SERVER_10936,2020-04-10 16:49:00,"[[0, 0, 0, 0]]"
SERVER_13389,2020-07-08 16:49:00,"[[0, 0, 0, 0]]"
SERVER_9503,2020-04-08 08:09:00,"[[0, 0, 0, 0]]"
SERVER_9491,2020-07-31 18:10:00,"[[0, 0, 0, 0]]"
SERVER_8748,2020-04-08 13:12:00,"[[0, 0, 0, 0]]"
SERVER_13011,2020-11-15 22:58:00,"[[0, 0, 0, 0]]"
SERVER_9178,2020-09-05 08:11:00,"[[0, 0, 0, 0]]"
SERVER_9190,2020-09-21 22:34:00,"[[0, 0, 0, 0]]"
SERVER_9458,2020-09-02 19:49:00,"[[0, 0, 0, 0]]"
SERVER_8631,2020-01-16 01:40:00,"[[0, 0, 0, 0]]"
SERVER_22955,2020-09-24 07:04:00,"[[0, 0, 0, 0]]"
SERVER_9327,2020-01-09 20:31:00,"[[0, 0, 0, 0]]"
SERVER_8299,2020-05-22 09:50:00,"[[0, 0, 0, 0]]"
SERVER_20405,2020-10-10 16:07:00,"[[0, 0, 0, 0]]"
SERVER_8410,2020-02-21 16:18:00,"[[0, 0, 0, 0]]"
SERVER_10165,2020-09-19 21:59:00,"[[0, 0, 0, 0]]"
SERVER_13200,2020-11-09 07:04:00,"[[2, 3, 4, 453]]"
SERVER_8530,2020-08-06 23:37:00,"[[0, 0, 0, 0]]"
SERVER_13075,2020-04-24 20:02:00,"[[0, 0, 0, 0]]"
SERVER_8442,2020-05-09 08:32:00,"[[0, 0, 0, 0]]"
SERVER_7701,2020-10-05 07:05:00,"[[0, 0, 0, 0]]"
SERVER_10226,2020-09-02 18:12:00,"[[0, 0, 0, 0]]"
SERVER_10938,2020-10-08 15:46:00,"[[2, 3, 4, 449], [8, 25, 10, 449]]"
SERVER_13281,2020-11-03 04:56:00,"[[2, 3, 4, 454], [8, 25, 10, 455]]"
SERVER_8880,2020-04-02 08:46:00,"[[0, 0, 0, 0]]"
SERVER_13205,2020-10-13 17:44:00,"[[0, 0, 0, 0]]"
SERVER_8262,2020-03-10 20:08:00,"[[0, 0, 0, 0]]"
SERVER_10210,2020-11-21 16:36:00,"[[0, 0, 0, 0]]"
SERVER_8652,2020-03-15 08:22:00,"[[0, 0, 0, 0]]"
SERVER_13049,2020-07-21 23:13:00,"[[0, 0, 0, 0]]"
SERVER_13603,2020-04-24 01:36:00,"[[0, 0, 0, 0]]"
SERVER_7714,2020-08-01 18:07:00,"[[0, 0, 0, 0]]"
SERVER_13097,2020-03-20 21:25:00,"[[0, 0, 0, 0]]"
SERVER_7720,2020-07-14 19:42:00,"[[0, 0, 0, 0]]"
SERVER_9653,2020-02-09 19:26:00,"[[0, 0, 0, 0]]"
SERVER_20432,2020-09-07 11:13:00,"[[0, 0, 0, 0]]"
SERVER_8822,2020-11-02 01:56:00,"[[0, 0, 0, 0]]"
SERVER_13163,2020-01-02 18:38:00,"[[0, 0, 0, 0]]"
SERVER_7789,2020-05-27 20:00:00,"[[0, 0, 0, 0]]"
SERVER_13301,2020-02-17 09:18:00,"[[0, 0, 0, 0]]"
SERVER_20342,2020-09-27 06:45:00,"[[194, 456, 59, 5]]"
SERVER_8692,2020-07-03 09:34:00,"[[0, 0, 0, 0]]"
SERVER_12537,2020-09-03 15:26:00,"[[0, 0, 0, 0]]"
SERVER_7712,2020-08-09 12:07:00,"[[0, 0, 0, 0]]"
SERVER_9617,2020-04-16 02:29:00,"[[0, 0, 0, 0]]"
SERVER_13170,2020-01-02 00:03:00,"[[0, 0, 0, 0]]"
SERVER_20415,2020-08-31 05:59:00,"[[0, 0, 0, 0]]"
SERVER_9563,2020-03-20 17:37:00,"[[0, 0, 0, 0]]"
SERVER_10771,2020-05-03 06:30:00,"[[0, 0, 0, 0]]"
SERVER_10750,2020-11-23 08:22:00,"[[0, 0, 0, 0]]"
SERVER_8720,2020-03-08 13:15:00,"[[0, 0, 0, 0]]"
SERVER_8598,2020-06-16 10:07:00,"[[0, 0, 0, 0]]"
SERVER_10533,2020-09-12 06:41:00,"[[2, 3, 4, 457], [12, 9, 10, 457]]"
SERVER_20532,2020-10-30 01:46:00,"[[0, 0, 0, 0]]"
SERVER_8927,2020-10-21 09:02:00,"[[0, 0, 0, 0]]"
SERVER_10527,2020-02-07 01:11:00,"[[0, 0, 0, 0]]"
SERVER_10730,2020-04-08 16:45:00,"[[0, 0, 0, 0]]"
SERVER_10534,2020-09-01 13:37:00,"[[0, 0, 0, 0]]"
SERVER_7934,2020-02-10 18:19:00,"[[0, 0, 0, 0]]"
SERVER_10291,2020-09-03 10:13:00,"[[0, 0, 0, 0]]"
SERVER_8199,2020-01-21 20:12:00,"[[0, 0, 0, 0]]"
SERVER_9030,2020-05-18 17:00:00,"[[0, 0, 0, 0]]"
SERVER_20331,2020-06-01 14:51:00,"[[0, 0, 0, 0]]"
SERVER_8174,2020-08-27 05:55:00,"[[0, 0, 0, 0]]"
SERVER_22852,2020-07-04 13:56:00,"[[0, 0, 0, 0]]"
SERVER_8508,2020-01-30 15:09:00,"[[0, 0, 0, 0]]"
SERVER_13350,2020-05-22 10:30:00,"[[0, 0, 0, 0]]"
SERVER_8974,2020-07-11 15:17:00,"[[0, 0, 0, 0]]"
SERVER_8687,2020-07-16 18:33:00,"[[0, 0, 0, 0]]"
SERVER_20431,2020-05-23 08:48:00,"[[0, 0, 0, 0]]"
SERVER_22904,2020-10-11 16:06:00,"[[0, 0, 0, 0]]"
SERVER_8396,2020-06-08 11:02:00,"[[0, 0, 0, 0]]"
SERVER_9175,2020-10-17 02:33:00,"[[0, 0, 0, 0]]"
SERVER_13150,2020-01-04 19:43:00,"[[0, 0, 0, 0]]"
SERVER_10509,2020-05-27 05:24:00,"[[0, 0, 0, 0]]"
SERVER_13051,2020-11-17 14:18:00,"[[0, 0, 0, 0]]"
SERVER_8694,2020-04-16 16:15:00,"[[0, 0, 0, 0]]"
SERVER_8290,2020-02-05 09:57:00,"[[0, 0, 0, 0]]"
SERVER_7711,2020-08-11 02:43:00,"[[0, 0, 0, 0]]"
SERVER_8861,2020-03-12 21:37:00,"[[0, 0, 0, 0]]"
SERVER_9575,2020-09-13 03:55:00,"[[0, 0, 0, 0]]"
SERVER_8749,2020-02-12 02:10:00,"[[0, 0, 0, 0]]"
SERVER_8899,2020-10-04 23:46:00,"[[0, 0, 0, 0]]"
SERVER_8214,2020-09-21 03:41:00,"[[0, 0, 0, 0]]"
SERVER_8092,2020-04-02 23:19:00,"[[0, 0, 0, 0]]"
SERVER_8636,2020-01-12 21:01:00,"[[0, 0, 0, 0]]"
SERVER_13306,2020-05-17 20:23:00,"[[0, 0, 0, 0]]"
SERVER_8581,2020-01-01 08:53:00,"[[0, 0, 0, 0]]"
SERVER_13415,2020-04-11 23:36:00,"[[0, 0, 0, 0]]"
SERVER_9657,2020-01-25 17:03:00,"[[0, 0, 0, 0]]"
SERVER_13162,2020-11-06 16:43:00,"[[0, 0, 0, 0]]"
SERVER_9341,2020-05-09 21:55:00,"[[0, 0, 0, 0]]"
SERVER_10472,2020-01-29 20:25:00,"[[0, 0, 0, 0]]"
SERVER_13349,2020-08-15 12:12:00,"[[0, 0, 0, 0]]"
SERVER_10277,2020-04-24 14:27:00,"[[0, 0, 0, 0]]"
SERVER_22881,2020-09-18 11:35:00,"[[0, 0, 0, 0]]"
SERVER_10679,2020-09-27 07:50:00,"[[0, 0, 0, 0]]"
SERVER_23112,2020-09-18 06:12:00,"[[0, 0, 0, 0]]"
SERVER_10335,2020-02-15 00:36:00,"[[0, 0, 0, 0]]"
SERVER_9171,2020-08-28 17:51:00,"[[40, 53, 55, 5]]"
SERVER_7675,2020-06-21 19:34:00,"[[0, 0, 0, 0]]"
SERVER_8263,2020-09-13 06:40:00,"[[0, 0, 0, 0]]"
SERVER_10122,2020-03-22 23:06:00,"[[0, 0, 0, 0]]"
SERVER_8462,2020-04-07 22:29:00,"[[0, 0, 0, 0]]"
SERVER_9100,2020-08-16 06:41:00,"[[0, 0, 0, 0]]"
SERVER_23094,2020-10-31 18:13:00,"[[0, 0, 0, 0]]"
SERVER_13357,2020-01-27 05:56:00,"[[0, 0, 0, 0]]"
SERVER_10327,2020-03-22 03:58:00,"[[0, 0, 0, 0]]"
SERVER_8718,2020-07-10 08:29:00,"[[0, 0, 0, 0]]"
SERVER_7609,2020-05-31 20:42:00,"[[0, 0, 0, 0]]"
SERVER_8704,2020-03-11 21:02:00,"[[0, 0, 0, 0]]"
SERVER_9470,2020-10-07 18:12:00,"[[0, 0, 0, 0]]"
SERVER_23100,2020-10-07 07:06:00,"[[77, 50, 51, 463], [49, 50, 51, 464], [265, 175, 176, 5], [267, 105, 138, 5], [73, 175, 176, 465], [62, 41, 42, 466], [40, 41, 42, 466], [181, 175, 176, 468], [8, 469, 42, 470], [71, 50, 51, 471]]"
SERVER_10170,2020-04-22 14:43:00,"[[0, 0, 0, 0]]"
SERVER_8028,2020-03-28 01:33:00,"[[0, 0, 0, 0]]"
SERVER_10644,2020-07-14 14:27:00,"[[0, 0, 0, 0]]"
SERVER_10243,2020-08-10 08:01:00,"[[0, 0, 0, 0]]"
SERVER_9008,2020-03-15 09:52:00,"[[0, 0, 0, 0]]"
SERVER_10651,2020-05-10 07:16:00,"[[0, 0, 0, 0]]"
SERVER_8488,2020-04-04 23:06:00,"[[0, 0, 0, 0]]"
SERVER_13000,2020-10-13 02:49:00,"[[0, 0, 0, 0]]"
SERVER_9455,2020-08-21 09:22:00,"[[0, 0, 0, 0]]"
SERVER_9334,2020-09-01 08:16:00,"[[0, 0, 0, 0]]"
SERVER_20270,2020-05-02 16:04:00,"[[0, 0, 0, 0]]"
SERVER_23097,2020-09-19 14:13:00,"[[8, 9, 10, 473]]"
SERVER_8849,2020-01-13 20:51:00,"[[0, 0, 0, 0]]"
SERVER_10917,2020-03-21 06:18:00,"[[0, 0, 0, 0]]"
SERVER_8890,2020-02-19 18:05:00,"[[0, 0, 0, 0]]"
SERVER_22883,2020-08-30 12:19:00,"[[0, 0, 0, 0]]"
SERVER_9340,2020-02-24 21:39:00,"[[0, 0, 0, 0]]"
SERVER_10843,2020-06-27 11:48:00,"[[0, 0, 0, 0]]"
SERVER_20400,2020-11-19 12:38:00,"[[0, 0, 0, 0]]"
SERVER_20517,2020-06-11 18:59:00,"[[0, 0, 0, 0]]"
SERVER_8658,2020-05-25 20:58:00,"[[0, 0, 0, 0]]"
SERVER_20252,2020-11-18 10:46:00,"[[0, 0, 0, 0]]"
SERVER_20403,2020-09-06 22:31:00,"[[0, 0, 0, 0]]"
SERVER_8955,2020-04-01 16:46:00,"[[0, 0, 0, 0]]"
SERVER_20291,2020-08-01 13:42:00,"[[0, 0, 0, 0]]"
SERVER_9454,2020-10-24 06:09:00,"[[0, 0, 0, 0]]"
SERVER_20601,2020-09-07 17:09:00,"[[2, 3, 4, 474], [12, 9, 10, 474]]"
SERVER_7849,2020-08-20 20:24:00,"[[0, 0, 0, 0]]"
SERVER_8891,2020-03-17 23:49:00,"[[0, 0, 0, 0]]"
SERVER_9531,2020-01-17 15:22:00,"[[0, 0, 0, 0]]"
SERVER_13371,2020-03-06 01:08:00,"[[0, 0, 0, 0]]"
SERVER_9477,2020-03-19 09:16:00,"[[0, 0, 0, 0]]"
SERVER_7711,2020-07-08 06:01:00,"[[0, 0, 0, 0]]"
SERVER_9527,2020-07-27 05:36:00,"[[0, 0, 0, 0]]"
SERVER_10185,2020-01-31 18:00:00,"[[0, 0, 0, 0]]"
SERVER_8185,2020-03-20 02:58:00,"[[0, 0, 0, 0]]"
SERVER_9028,2020-06-01 04:54:00,"[[0, 0, 0, 0]]"
SERVER_8399,2020-10-29 20:15:00,"[[2, 3, 4, 475]]"
SERVER_8841,2020-06-10 02:42:00,"[[0, 0, 0, 0]]"
SERVER_8950,2019-12-30 23:02:00,"[[0, 0, 0, 0]]"
SERVER_8401,2020-07-30 15:08:00,"[[0, 0, 0, 0]]"
SERVER_13205,2020-10-13 18:12:00,"[[0, 0, 0, 0]]"
SERVER_8588,2020-02-14 10:22:00,"[[0, 0, 0, 0]]"
SERVER_10333,2020-09-14 15:38:00,"[[47, 48, 0, 0], [2, 3, 4, 476], [8, 9, 10, 476]]"
SERVER_8589,2020-05-02 07:19:00,"[[0, 0, 0, 0]]"
SERVER_8622,2020-02-08 17:20:00,"[[0, 0, 0, 0]]"
SERVER_7675,2020-06-21 21:14:00,"[[0, 0, 0, 0]]"
SERVER_8492,2020-03-06 05:50:00,"[[0, 0, 0, 0]]"
SERVER_8588,2020-02-16 11:34:00,"[[0, 0, 0, 0]]"
SERVER_22855,2020-07-23 21:16:00,"[[0, 0, 0, 0]]"
SERVER_8570,2020-03-06 09:22:00,"[[0, 0, 0, 0]]"
SERVER_9435,2020-02-05 06:54:00,"[[0, 0, 0, 0]]"
SERVER_7696,2020-06-27 10:16:00,"[[0, 0, 0, 0]]"
SERVER_8318,2020-07-12 11:36:00,"[[0, 0, 0, 0]]"
SERVER_8498,2020-07-28 11:12:00,"[[0, 0, 0, 0]]"
SERVER_13484,2020-11-06 10:02:00,"[[0, 0, 0, 0]]"
SERVER_12995,2020-03-10 15:05:00,"[[0, 0, 0, 0]]"
SERVER_9382,2020-10-20 03:53:00,"[[0, 0, 0, 0]]"
SERVER_7624,2020-05-24 01:26:00,"[[0, 0, 0, 0]]"
SERVER_22904,2020-10-16 14:48:00,"[[0, 0, 0, 0]]"
SERVER_7840,2020-04-16 03:24:00,"[[0, 0, 0, 0]]"
SERVER_9308,2020-03-26 16:07:00,"[[0, 0, 0, 0]]"
SERVER_9727,2020-08-26 11:21:00,"[[0, 0, 0, 0]]"
SERVER_22956,2020-09-05 07:49:00,"[[62, 41, 42, 479], [40, 41, 42, 479]]"
SERVER_10721,2020-04-08 22:41:00,"[[0, 0, 0, 0]]"
SERVER_7769,2020-05-10 20:03:00,"[[0, 0, 0, 0]]"
SERVER_9677,2020-11-13 12:21:00,"[[0, 0, 0, 0]]"
SERVER_7845,2020-08-03 20:11:00,"[[0, 0, 0, 0]]"
SERVER_9469,2020-11-16 13:52:00,"[[0, 0, 0, 0]]"
SERVER_10219,2020-03-28 13:58:00,"[[0, 0, 0, 0]]"
SERVER_10455,2020-08-13 08:11:00,"[[0, 0, 0, 0]]"
SERVER_13096,2020-07-26 13:24:00,"[[0, 0, 0, 0]]"
SERVER_9024,2020-03-17 10:38:00,"[[0, 0, 0, 0]]"
SERVER_10256,2020-07-24 00:14:00,"[[0, 0, 0, 0]]"
SERVER_23056,2020-10-07 16:25:00,"[[0, 0, 0, 0]]"
SERVER_10232,2020-04-13 19:06:00,"[[0, 0, 0, 0]]"
SERVER_10528,2020-09-23 00:06:00,"[[0, 0, 0, 0]]"
SERVER_9547,2020-02-09 04:38:00,"[[0, 0, 0, 0]]"
SERVER_8256,2020-09-29 18:56:00,"[[0, 0, 0, 0]]"
SERVER_9021,2020-07-09 21:21:00,"[[0, 0, 0, 0]]"
SERVER_10532,2020-11-13 12:19:00,"[[2, 3, 4, 433], [8, 9, 10, 434]]"
SERVER_22984,2020-09-26 10:25:00,"[[0, 0, 0, 0]]"
SERVER_10172,2020-05-06 14:29:00,"[[0, 0, 0, 0]]"
SERVER_10231,2020-06-25 23:26:00,"[[0, 0, 0, 0]]"
SERVER_8011,2020-09-30 09:24:00,"[[2, 86, 59, 5]]"
SERVER_23075,2020-09-04 15:29:00,"[[0, 0, 0, 0]]"
SERVER_9090,2020-05-09 11:54:00,"[[0, 0, 0, 0]]"
SERVER_10845,2020-03-11 18:30:00,"[[0, 0, 0, 0]]"
SERVER_8136,2020-03-26 13:02:00,"[[0, 0, 0, 0]]"
SERVER_11011,2020-05-05 05:36:00,"[[0, 0, 0, 0]]"
SERVER_8814,2020-10-28 14:37:00,"[[0, 0, 0, 0]]"
SERVER_7568,2020-11-15 08:17:00,"[[0, 0, 0, 0]]"
