sn,server_model,fault_time,label,msg_text,pred
SERVER_3970,SM23,2020-05-16 22:04:00,1,"["" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Unknown #0xc5 |  | Asserted""]",1
SERVER_6309,SM23,2020-05-09 15:59:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted""]",1
SERVER_4959,SM23,2020-06-08 21:34:00,1,"["" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_17400,SM23,2020-09-25 15:03:00,1,"["" Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted"", "" reserved #0xe0 |  | Asserted"", "" Memory CPU0A0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted""]",0
SERVER_15982,SM23,2020-09-08 08:41:00,1,"["" Memory CPU1D1_DIMM_Stat | Correctable ECC | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" Processor CPU1_Status | Configuration Error | Deasserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_5787,SM23,2020-04-10 10:40:00,1,"["" Processor CPU1_Status | Configuration Error | Asserted""]",1
SERVER_3559,SM24,2020-07-19 20:16:00,1,"["" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted""]",0
SERVER_15413,SM24,2020-08-01 18:04:00,1,"["" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" System Event #0x10 | Timestamp Clock Sync | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" OS Boot #0xe9 | boot completed - device not specified | Asserted""]",1
SERVER_17605,SM24,2020-10-03 22:58:00,1,"["" Processor #0xfa | Configuration Error | Asserted"", "" System Event #0x10 | Timestamp Clock Sync | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" OS Boot #0xe9 | boot completed - device not specified | Asserted""]",1
SERVER_15617,SM24,2020-07-19 20:28:00,1,"["" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted""]",1
SERVER_2964,SM24,2020-09-16 06:41:00,1,"["" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU_CATERR | State Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" System Event #0x10 | Timestamp Clock Sync | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" OS Boot #0xe9 | boot completed - device not specified | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted""]",1
SERVER_2972,SM24,2020-05-24 06:18:00,1,"["" Unknown #0x17 |  | Asserted"", "" Unknown #0xc5 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted""]",1
SERVER_3045,SM24,2020-05-09 23:22:00,1,"["" Processor CPU_CATERR | State Asserted | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" System Event #0x10 | Timestamp Clock Sync | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" OS Boot #0xe9 | boot completed - device not specified | Asserted""]",1
SERVER_7023,SM24,2020-06-12 01:48:00,1,"["" Unknown #0x17 |  | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted""]",1
SERVER_6759,SM25,2020-06-10 23:18:00,1,"["" System Event | Timestamp Clock Sync | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" OS Boot #0xe9 | boot completed - device not specified | Asserted"", "" Processor #0xf5 | Configuration Error | Asserted""]",0
SERVER_17363,SM28,2020-07-19 07:34:00,1,"["" Processor CPU0_Status | Configuration Error | Asserted"", "" Memory CPU1D1_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Unknown #0x17 |  | Asserted"", "" Unknown #0x17 |"", "" Unknown #0xc5 |  | Asserted"", "" Unknown #0xc5 |"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU_CATERR | State Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" Processor CPU_CATERR | State Deasserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Microcontroller/Coprocessor #0x16 | Transition to Running"", "" Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted""]",0
SERVER_17035,SM28,2020-03-21 04:50:00,1,"["" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",0
SERVER_5234,SM30,2020-02-21 12:40:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted""]",1
SERVER_5633,SM30,2020-10-19 21:30:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted""]",1
SERVER_5951,SM30,2020-04-21 05:31:00,1,"["" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Unknown #0x17 |  | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_17700,SM26,2020-04-24 03:19:00,1,"["" Processor CPU0_Status | IERR | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Unknown #0x17 |  | Asserted"", "" Processor CPU0_Status | Uncorrectable machine check exception | Asserted"", "" Processor CPU0_Status |  | Asserted"", "" Processor CPU0_Status | Uncorrectable machine check exception | Deasserted"", "" Processor CPU0_Status |  | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU0_Status | IERR | Deasserted""]",1
SERVER_17748,SM26,2020-08-29 02:17:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" System Event #0xfe | Timestamp Clock Sync | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Microcontroller #0x16 | Transition to Running | Asserted"", "" Processor CPU0_Status | IERR | Deasserted""]",1
SERVER_5376,SM31,2020-07-19 19:17:00,1,"["" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 0 degrees C"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 58 &lt; Threshold 0 degrees C"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Power Supply PSU0_Status | Failure detected | Asserted"", "" Power Supply PSU1_Status | Failure detected | Asserted"", "" Power Supply PSU0_Status | Failure detected | Deasserted"", "" Power Supply PSU1_Status | Failure detected | Deasserted""]",1
SERVER_4997,SM31,2020-01-01 04:46:00,1,"["" Processor CPU1_Status | Configuration Error | Asserted""]",1
SERVER_17094,SM27,2020-11-20 19:04:00,1,"["" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU1_Status | Configuration Error | Deasserted"", "" Drive Slot / Bay DISK8_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK11_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK9_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK7_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK10_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK19_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK33_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK12_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK32_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK36_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK20_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK34_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK23_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK21_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK24_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK22_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK35_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay NVME1_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay NVME2_Stat | Drive Present | Deasserted"", "" Drive Slot / Bay DISK7_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK9_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK8_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK11_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK22_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK35_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK20_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK10_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK24_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK34_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK19_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK23_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK21_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK32_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK36_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK12_Stat | Drive Present | Asserted"", "" Drive Slot / Bay DISK33_Stat | Drive Present | Asserted"", "" Drive Slot / Bay NVME2_Stat | Drive Present | Asserted"", "" Drive Slot / Bay NVME1_Stat | Drive Present | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_7173,SM27,2020-05-15 18:59:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted""]",1
SERVER_17419,SM27,2020-09-09 12:57:00,1,"["" Processor CPU1_Status | Configuration Error | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_6361,SM32,2020-01-13 18:44:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Processor CPU_CATERR | State Deasserted | Asserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted""]",1
SERVER_4943,SM29,2020-07-14 13:36:00,1,"["" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted""]",0
SERVER_6947,SM36,2020-09-14 02:30:00,1,"["" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" Processor CPU1_Status | IERR | Asserted"", "" Power Supply PS1_Status | Presence detected | Asserted"", "" Power Supply PS2_Status | Presence detected | Asserted""]",0
SERVER_7141,SM37,2020-07-07 03:52:00,1,"["" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU_CATERR | State Asserted | Asserted""]",1
SERVER_17615,SM40,2020-10-07 02:16:00,1,"["" Processor CPU1_Status | IERR | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | Uncorrectable machine check exception | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU1_Status | Uncorrectable machine check exception | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Processor CPU0_Status | Uncorrectable machine check exception | Deasserted"", "" Processor CPU1_Status | IERR | Deasserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" Processor CPU1_Status | Uncorrectable machine check exception | Deasserted""]",0
SERVER_7306,SM41,2020-09-14 20:39:00,1,"["" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Processor CPU1_Status | Uncorrectable machine check exception | Asserted"", "" Processor CPU0_Status | Uncorrectable machine check exception | Asserted"", "" Processor CPU0_Status |  | Asserted"", "" Processor CPU1_Status |  | Asserted"", "" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" Processor CPU1_Status |  | Deasserted"", "" Processor CPU0_Status |  | Deasserted"", "" Processor CPU0_Status | Uncorrectable machine check exception | Deasserted"", "" Processor CPU1_Status | Uncorrectable machine check exception | Deasserted"", "" Processor CPU1_Status | Configuration Error | Deasserted""]",0
SERVER_10463,SM35,2020-01-09 23:33:00,1,"["" Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU1B1_DIMM_Stat | Correctable ECC | Deasserted"", "" Memory CPU1B1_DIMM_Stat | Memory Device Disabled | Asserted"", "" Memory CPU1B1_DIMM_Stat | Memory Device Disabled | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Processor CPU1_Status | IERR | Asserted""]",0
SERVER_13315,SM35,2020-02-05 17:29:00,1,"["" Processor CPU1_Status | Configuration Error | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Deasserted"", "" Processor CPU1_Status | Configuration Error | Asserted"", "" Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0D0_DIMM_Stat | Correctable ECC | Deasserted""]",2
SERVER_20521,SM35,2020-06-22 12:49:00,1,"["" Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Memory CPU1A0_DIMM_Stat | Correctable ECC | Deasserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted""]",0
SERVER_13090,SM35,2020-06-06 17:02:00,1,"["" Button Button_Pressed | Power Button pressed | Asserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Microcontroller BMC_Boot_Up | Device Enabled | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Power Supply PS1_Status | Presence detected | Asserted"", "" Power Supply PS2_Status | Presence detected | Asserted""]",1
SERVER_22955,SM35,2020-09-24 08:26:00,1,"["" Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0E0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted""]",0
SERVER_9516,SM35,2020-10-24 20:22:00,1,"["" Button Button_Pressed | Power Button pressed | Asserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" Power Supply PS1_Status | Power Supply AC lost | Asserted"", "" Power Supply PS1_Status | AC out-of-range, but present | Asserted"", "" Power Supply PS2_Status | Power Supply AC lost | Asserted"", "" Power Supply PS2_Status | AC out-of-range, but present | Asserted"", "" Microcontroller BMC_Boot_Up | Device Enabled | Asserted"", "" Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" Power Supply PS1_Status | Presence detected | Asserted"", "" Power Supply PS2_Status | Presence detected | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted""]",1
SERVER_8072,SM35,2020-06-25 13:33:00,1,"["" Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Deasserted"", "" Memory CPU0D0_DIMM_Stat | Correctable ECC | Deasserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted""]",0
SERVER_10081,SM35,2020-11-04 10:37:00,1,"["" Management Subsystem Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsystem Health System_Health | Sensor access degraded or unavailable | Deasserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Deasserted"", "" Processor CPU1_Status | IERR | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" Processor CPU1_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_8390,SM35,2020-03-15 23:36:00,1,"["" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU1_Status | IERR | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted""]",0
SERVER_22868,SM35,2020-06-25 17:16:00,1,"["" Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0E0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU1_Status | IERR | Asserted"", "" Processor CPU1_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Memory CPU0E0_DIMM_Stat | Correctable ECC | Deasserted"", "" Processor CPU1_Status | Configuration Error | Deasserted"", "" Memory CPU0E0_DIMM_Stat | Uncorrectable ECC | Deasserted"", "" Processor CPU0_Status | Configuration Error | Deasserted""]",1
SERVER_13013,SM35,2020-01-13 07:03:00,1,"["" Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Slot / Connector PCIE_Status | Fault Status | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Slot / Connector PCIE_Status | Fault Status | Asserted""]",2
SERVER_10346,SM35,2020-01-09 23:34:00,1,"["" Memory CPU0B1_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0B1_DIMM_Stat | Correctable ECC | Deasserted"", "" Memory CPU0B1_DIMM_Stat | Memory Device Disabled | Asserted"", "" Memory CPU0B1_DIMM_Stat | Memory Device Disabled | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Processor CPU1_Status | IERR | Asserted""]",0
SERVER_7824,SM35,2020-04-22 17:22:00,1,"["" Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0D1_DIMM_Stat | Correctable ECC | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU1_Status | IERR | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Deasserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" Processor CPU1_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU1_Status | Configuration Error | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_10266,SM35,2020-11-14 10:55:00,1,"["" Microcontroller BMC_Boot_Up | Device Enabled | Asserted"", "" Processor CPU0_Status | Presence detected | Asserted"", "" Processor CPU1_Status | Presence detected | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU1_Status | IERR | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Power Supply PS2_Status | Presence detected | Asserted"", "" Power Supply PS1_Status | Presence detected | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Button Button_Pressed | Power Button pressed | Asserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" Processor CPU1_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted""]",1
SERVER_8004,SM35,2020-07-21 21:02:00,1,"["" Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU0_Status | IERR | Deasserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Processor CPU0_Status | Configuration Error | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted""]",1
SERVER_13075,SM35,2020-04-24 20:02:00,1,"["" Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted"", "" Memory CPU0A0_DIMM_Stat | Correctable ECC | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Memory CPU0A0_DIMM_Stat | Uncorrectable ECC | Asserted"", "" Processor CPU0_Status | Configuration Error | Asserted""]",0
SERVER_10938,SM35,2020-10-08 15:46:00,1,"["" Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted"", "" System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted"", "" Memory CPU0C0_DIMM_Stat | Correctable ECC | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsystem Health System_Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsys Health System_Health | Sensor access degraded or unavailable | Deasserted"", "" Management Subsystem Health System_Health | Sensor access degraded or unavailable | Deasserted"", "" Processor CPU0_Status | Configuration Error | Asserted"", "" Memory CPU0C0_DIMM_Stat | Uncorrectable ECC | Asserted""]",0
SERVER_20342,SM35,2020-09-27 06:45:00,1,"["" Processor CPU1_Status | Configuration Error | Asserted"", "" Processor CPU1_Status | Configuration Error | Deasserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted""]",0
